Name	Date	Longitude	Latitude	Chlorophyll_mean	Chlorophyll_sigma	num_passes
Odra_pos_2_270	2022-07-01	15.70326535	51.97106795	NaN	NaN	NaN
Odra_pos_2_271	2022-07-01	15.6859384	51.97435989	NaN	NaN	NaN
Odra_pos_2_272	2022-07-01	15.68360904	51.98788922	NaN	NaN	NaN
Odra_pos_2_273	2022-07-01	15.6645309	51.99134128	NaN	NaN	NaN
Odra_pos_2_274	2022-07-01	15.64913438	51.99690214	NaN	NaN	NaN
Odra_pos_2_275	2022-07-01	15.63773449	52.01345803	NaN	NaN	NaN
Odra_pos_2_276	2022-07-01	15.63985994	52.03076247	NaN	NaN	NaN
Odra_pos_2_277	2022-07-01	15.62192471	52.03092297	NaN	NaN	NaN
Odra_pos_2_278	2022-07-01	15.6029657	52.03257228	NaN	NaN	NaN
Odra_pos_2_279	2022-07-01	15.58215342	52.0340658	NaN	NaN	NaN
Odra_pos_2_280	2022-07-01	15.56291168	52.03513657	NaN	NaN	NaN
Odra_pos_2_281	2022-07-01	15.54243022	52.03401165	NaN	NaN	NaN
Odra_pos_2_282	2022-07-01	15.52357003	52.03866223	NaN	NaN	NaN
Odra_pos_2_283	2022-07-01	15.502864	52.04039716	NaN	NaN	NaN
Odra_pos_2_284	2022-07-01	15.48736614	52.04443598	NaN	NaN	NaN
Odra_pos_2_285	2022-07-01	15.46510376	52.04176584	NaN	NaN	NaN
Odra_pos_2_286	2022-07-01	15.44681654	52.04960869	NaN	NaN	NaN
Odra_pos_2_287	2022-07-01	15.42957382	52.0520658	NaN	NaN	NaN
Odra_pos_2_288	2022-07-01	15.41388568	52.06139677	NaN	NaN	NaN
Odra_pos_2_289	2022-07-01	15.39482524	52.05763378	NaN	NaN	NaN
Odra_pos_2_290	2022-07-01	15.37580562	52.05089167	NaN	NaN	NaN
Odra_pos_2_291	2022-07-01	15.3598992	52.04890597	NaN	NaN	NaN
Odra_pos_2_292	2022-07-01	15.3366606	52.04850991	NaN	NaN	NaN
Odra_pos_2_293	2022-07-01	15.31795466	52.0521649	NaN	NaN	NaN
Odra_pos_2_294	2022-07-01	15.3019424	52.0646426	NaN	NaN	NaN
Odra_pos_2_295	2022-07-01	15.28510838	52.05684218	NaN	NaN	NaN
Odra_pos_2_296	2022-07-01	15.26971302	52.06691304	NaN	NaN	NaN
Odra_pos_2_297	2022-07-01	15.25192111	52.07334876	NaN	NaN	NaN
Odra_pos_2_298	2022-07-01	15.23247977	52.07359368	NaN	NaN	NaN
Odra_pos_2_299	2022-07-01	15.21341654	52.07738402	NaN	NaN	NaN
Odra_pos_2_300	2022-07-01	15.19886175	52.06562438	NaN	NaN	NaN
Odra_pos_2_301	2022-07-01	15.18434637	52.05911943	NaN	NaN	NaN
Odra_pos_2_302	2022-07-01	15.16940511	52.05336878	NaN	NaN	NaN
Odra_pos_2_303	2022-07-01	15.14983989	52.04881259	NaN	NaN	NaN
Odra_pos_2_304	2022-07-01	15.12910716	52.04722182	NaN	NaN	NaN
Odra_pos_2_305	2022-07-01	15.11017022	52.04919332	NaN	NaN	NaN
Odra_pos_2_306	2022-07-01	15.09059924	52.05054133	NaN	NaN	NaN
Odra_pos_2_307	2022-07-01	15.06991149	52.0520593	NaN	NaN	NaN
Odra_pos_2_308	2022-07-01	15.05193352	52.06054701	NaN	NaN	NaN
Odra_pos_2_309	2022-07-01	15.03797544	52.06754888	NaN	NaN	NaN
Odra_pos_2_310	2022-07-01	15.01465594	52.06857536	NaN	NaN	NaN
Odra_pos_2_311	2022-07-01	14.99817136	52.0603041	NaN	NaN	NaN
